tconst	ordering	nconst	category	job	characters
tt0047718	16	nm0751369	actor		"[""Self""]"
tt0047718	17	nm0020185	actor		"[""Dennis""]"
tt0047718	18	nm0020185	actor		"[""Mr. Moose""]"
tt0047718	19	nm0020185	actor		"[""Dancing Bear""]"
tt0047752	1	nm0191950	actor		"[""Bob Collins""]"
tt0047752	2	nm0191950	actor		"[""Grandpa Josh Collins""]"
tt0047752	3	nm0191950	actor		"[""Josh Collins""]"
tt0047752	4	nm0002036	actress		"[""Charmaine 'Schultzy' Schultz""]"
tt0047752	5	nm0002036	actress		"[""Charmaine 'Schultz' Schultz""]"
tt0047752	6	nm0002036	actress		"[""Schultzy""]"
tt0047752	7	nm0213619	actress		"[""Margaret MacDonald""]"
tt0047752	8	nm0213619	actress		"[""Margaret""]"
tt0047752	9	nm0213619	actress		"[""Margaret Collins""]"
tt0047752	10	nm0382722	actor		"[""Chuck MacDonald""]"
tt0047752	11	nm0382722	actor		"[""Chuck""]"
tt0047752	12	nm0382722	actor		"[""Chuck Collins""]"
tt0047752	13	nm0049852	actor		"[""Announcer""]"
tt0047752	14	nm0049852	actor		"[""Self - Announcer""]"
tt0047752	15	nm0049852	actor		"[""Bill""]"
tt0047752	16	nm0487103	actress		"[""Shirley Swanson""]"
tt0047752	17	nm0487103	actress		"[""Bridal Model""]"
tt0047752	18	nm0487103	actress		"[""Shirley""]"
tt0047752	19	nm0233014	actor		"[""Harvey Helm""]"
tt0047752	20	nm0847939	actor		"[""Paul Fonda""]"
tt0047752	21	nm0310846	actress		"[""Collette DuBois""]"
tt0047752	22	nm0310846	actress		"[""Collette Dubois""]"
tt0047752	23	nm0474685	actress		"[""Pamela Livingstone""]"
tt0047752	24	nm0474685	actress		"[""Grandma""]"
tt0047776	1	nm0528705	self		"[""Self - Host""]"
tt0047776	2	nm0001072	actor		"[""Alexander Holmes""]"
tt0047776	3	nm0001072	actor		"[""Narrator""]"
tt0047776	4	nm0007222	actor		"[""Harry Manning""]"
tt0047776	5	nm0425133	actress		"[""Betsy""]"
tt0047776	6	nm0425133	actress		"[""Marge""]"
tt0047776	7	nm0229697	actor		"[""Dan Alphonso""]"
tt0047776	8	nm0229697	actor		"[""Leader""]"
tt0047776	9	nm0931525	actor		"[""Lemington""]"
tt0047776	10	nm0816475	actor		"[""Gregory""]"
tt0047776	11	nm0816475	actor		"[""John Stuart""]"
tt0047776	12	nm0333654	actor		"[""Doctor""]"
tt0047776	13	nm0333654	actor		"[""Savannah""]"
tt0047776	14	nm0585557	actor		
tt0047776	15	nm0000917	actress		
tt0048845	1	nm0399169	actress		"[""Lucinda Walsh""]"
tt0048845	2	nm0399169	actress		"[""Gloria Walters Keller""]"
tt0048845	3	nm0399169	actress		"[""Lucinda Walsh Dixon""]"
tt0048845	4	nm0378163	actor		"[""Holden Snyder""]"
tt0048845	5	nm0230775	actress		"[""Margo Hughes""]"
tt0048845	6	nm0230775	actress		"[""Glinda""]"
tt0048845	7	nm0230775	actress		"[""Lucinda Walsh""]"
tt0048845	8	nm0954877	actress		"[""Barbara Ryan""]"
tt0048845	9	nm0954877	actress		"[""Barbara Ryan Munson""]"
tt0048845	10	nm0954877	actress		"[""Barbara Ryan Stenbeck""]"
tt0048845	11	nm0368575	actor		"[""Bob Hughes""]"
tt0048845	12	nm0368575	actor		"[""Dr. Bob Hughes""]"
tt0048845	13	nm0368575	actor		"[""Dr. John Dixon""]"
tt0048845	14	nm0392042	actor		"[""Tom Hughes""]"
tt0048845	15	nm0392042	actor		"[""Dr. John Dixon""]"
tt0048845	16	nm0298463	actress		"[""Lisa""]"
tt0048845	17	nm0298463	actress		"[""Lisa Grimaldi""]"
tt0048845	18	nm0298463	actress		"[""Lisa Mitchell""]"
tt0048845	19	nm0371624	actress		"[""Kim Hughes""]"
tt0048845	20	nm0371624	actress		"[""Kim Stewart""]"
tt0048845	21	nm0371624	actress		"[""Kim Andropoulos""]"
tt0048845	22	nm0579640	actress		"[""Emily Stewart""]"
tt0048845	23	nm0579640	actress		"[""Emily Stewart Ryan""]"
tt0048845	24	nm0579640	actress		"[""Emily Munson""]"
tt0048845	25	nm0557696	actress		"[""Susan Stewart""]"
tt0048845	26	nm0557696	actress		"[""Dr. Susan Stewart""]"
tt0048845	27	nm0557696	actress		"[""Dr. Susan Burke""]"
tt0048845	28	nm0680460	writer	head writer	
tt0049993	1	nm0163863	self		"[""Self - Host""]"
tt0049993	2	nm0640734	self		"[""Self - Announcer""]"
tt0049993	3	nm0425979	self		"[""Self (dancer) (1975-1980)""]"
tt0049993	4	nm0425979	self		"[""Self - Dancer""]"
tt0049993	5	nm1170673	self		"[""Self (dancer)""]"
tt0049993	6	nm1170673	self		"[""Self - Dancer""]"
tt0049993	7	nm0386459	self		"[""Self - Host""]"
tt0049993	8	nm1339170	self		"[""Self (Regular dancer) (1981-1985)""]"
tt0049993	9	nm1339170	self		"[""Self (Regular dancer)""]"
tt0049993	10	nm0227488	self		"[""Self""]"
tt0049993	11	nm0134194	self		"[""Self""]"
tt0049993	12	nm0134194	self		"[""Self - Musical Guest""]"
tt0049993	13	nm0248885	self		"[""Self""]"
tt0049993	14	nm0248885	self		"[""Self - Guitarist - Interview""]"
tt0049993	15	nm0248885	self		"[""Self - Musical Guest""]"
tt0049993	16	nm0154830	self		"[""Self""]"
tt0049993	17	nm0154830	self		"[""Self - Musical Guest""]"
tt0050022	1	nm0167029	actor		"[""Pokey""]"
tt0050022	2	nm0167029	actor		"[""Prickle""]"
tt0050022	3	nm0167029	actor		"[""Gumbo""]"
tt0050022	4	nm0268428	actor		"[""Gumby""]"
tt0050022	5	nm0268428	actor		"[""Pokey""]"
tt0050022	6	nm0268428	actor		"[""Nopey""]"
tt0050022	7	nm0534018	actress		"[""Gumby""]"
tt0050022	8	nm0534018	actress		"[""Goo""]"
tt0050022	9	nm0534018	actress		"[""Aunt Gumby""]"
tt0050022	10	nm0250810	actress		"[""Gumby""]"
tt0050022	11	nm0250810	actress		"[""Dragon""]"
tt0050022	12	nm0250810	actress		"[""Too""]"
tt0050022	13	nm0063710	actor		"[""Gumby""]"
tt0050022	14	nm0063710	actor		"[""Naughty Boy""]"
tt0050022	15	nm0852412	actress		"[""Gumby""]"
tt0050022	16	nm0852412	actress		"[""Gumba""]"
tt0050022	17	nm0852412	actress		"[""Witty Witch""]"
tt0050022	18	nm0167030	actress		"[""Goo""]"
tt0050022	19	nm0808401	actor		"[""Dr. Zveegee""]"
tt0050022	20	nm0808401	actor		"[""Nopey""]"
tt0050022	21	nm0808401	actor		"[""Prickle""]"
tt0050022	22	nm0362890	actress		"[""Gumba""]"
tt0050022	23	nm0629899	actor		"[""Scotty McKee (host)""]"
tt0050051	1	nm0000994	actor		"[""Perry Mason""]"
tt0050051	2	nm0000994	actor		"[""Grimes""]"
tt0050051	3	nm0354853	actress		"[""Della Street""]"
tt0050051	4	nm0394438	actor		"[""Paul Drake""]"
tt0050051	5	nm0172615	actor		"[""Lt. Tragg""]"
tt0050051	6	nm0172615	actor		"[""Lt. Arthur Tragg""]"
tt0050051	7	nm0848251	actor		"[""Hamilton Burger""]"
tt0050051	8	nm0026629	actor		"[""Courtroom Spectator""]"
tt0050051	9	nm0026629	actor		"[""Police Officer""]"
tt0050051	10	nm0026629	actor		"[""Bailiff""]"
tt0050051	11	nm0588795	actor		"[""Sgt. Brice""]"
tt0050051	12	nm0588795	actor		"[""Courtroom Spectator""]"
tt0050051	13	nm0588795	actor		"[""Deputy Sheriff""]"
tt0050051	14	nm0490639	actor		"[""Lt. Anderson""]"
tt0050051	15	nm0490639	actor		"[""Amory Fallon""]"
tt0050051	16	nm0831889	actor		"[""Court Clerk""]"
tt0050051	17	nm0831889	actor		"[""Bartender""]"
tt0050051	18	nm0831889	actor		"[""George""]"
tt0050051	19	nm0490961	actor		"[""Judge""]"
tt0050051	20	nm0490961	actor		"[""Judge #2""]"
tt0050051	21	nm0490961	actor		"[""Judge Ryder""]"
tt0050051	22	nm0306916	writer	based upon characters created by	
tt0050063	1	nm0404298	actor		"[""Tom Brewster""]"
tt0050063	2	nm0404298	actor		"[""Abram Thomas--The Canary Kid""]"
tt0050063	3	nm0292839	actor		"[""Big Ed""]"
tt0050063	4	nm0292839	actor		"[""Charlie""]"
tt0050063	5	nm0292839	actor		"[""Chick""]"
tt0050063	6	nm0673945	actor		"[""Townsman""]"
tt0050063	7	nm0673945	actor		"[""Cowboy in 2nd Fight""]"
tt0050063	8	nm0673945	actor		"[""Dick Hunter""]"
tt0050063	9	nm0057983	actor		"[""Arkansas""]"
tt0050063	10	nm0057983	actor		"[""Arkansas Ferguson""]"
tt0050063	11	nm0057983	actor		"[""Tanner""]"
tt0050063	12	nm0296574	actor		"[""Jay Harrison""]"
tt0050063	13	nm0296574	actor		"[""Lonesome""]"
tt0050063	14	nm0296574	actor		"[""Mr. Wilson""]"
tt0050063	15	nm0842425	actor		"[""Alexi Sharlokov""]"
tt0050063	16	nm0842425	actor		"[""Andy Burke""]"
tt0050063	17	nm0842425	actor		"[""Bill Manning""]"
tt0050063	18	nm0353628	actor		"[""James Reilly""]"
tt0050063	19	nm0353628	actor		"[""Sam Booker""]"
tt0050063	20	nm0353628	actor		"[""Simon Getty""]"
tt0050063	21	nm0696510	actor		"[""Christopher Colt""]"
tt0050063	22	nm0007214	actor		"[""Amos Markham""]"
tt0050063	23	nm0007214	actor		"[""Judge Mortimer Hall""]"
tt0050063	24	nm0007214	actor		"[""Sheriff Billy Boyce""]"
tt0050063	25	nm0681055	actor		"[""Hoyt""]"
tt0050063	26	nm0681055	actor		"[""Bob Hoyt""]"
tt0050063	27	nm0681055	actor		"[""Mack""]"
tt0051247	1	nm0956544	actor		"[""Stuart Bailey""]"
tt0051247	2	nm0956544	actor		"[""Stu Bailey""]"
tt0051247	3	nm0956544	actor		"[""Sandy the Executioner""]"
tt0051247	4	nm0126318	actor		"[""Kookie""]"
tt0051247	5	nm0126318	actor		"[""Gerald Kookson, III""]"
tt0051247	6	nm0126318	actor		"[""Kevin Smiley""]"
tt0051247	7	nm0809783	actor		"[""Jeff Spencer""]"
tt0051247	8	nm0066494	actress		"[""Suzanne Fabry""]"
tt0051247	9	nm0703919	actor		"[""Pete Roscoe""]"
tt0051247	10	nm0703919	actor		"[""Roscoe""]"
tt0051247	11	nm0703919	actor		"[""French Bookie""]"
tt0051247	12	nm0126405	actor		"[""Lt. Roy Gilmore""]"
tt0051247	13	nm0517515	actor		"[""J.R. Hale""]"
tt0051247	14	nm0517515	actor		"[""Bob""]"
tt0051247	15	nm0517515	actor		"[""George Tishman""]"
tt0051247	16	nm9507662	actor		"[""The Frankie Ortega Trio""]"
tt0051247	17	nm9507662	actor		"[""Frankie Ortega Trio""]"
tt0051247	18	nm0519160	actor		"[""Rex Randolph""]"
tt0051247	19	nm0519160	actor		"[""Charlie Carmichael""]"
tt0051247	20	nm0519160	actor		"[""Dick Lynwood""]"
tt0051247	21	nm0821651	actress		"[""Hannah""]"
tt0051247	22	nm0821651	actress		"[""Miss Stanley""]"
tt0051247	23	nm0821651	actress		"[""Stewardess""]"
tt0051247	24	nm0400403	writer	created by	
tt0051257	1	nm0633446	self		"[""Self - Presenter""]"
tt0051257	2	nm0633446	self		"[""Self - Guest""]"
tt0051257	3	nm0701007	self		"[""Self - Presenter""]"
tt0051257	4	nm0701007	self		"[""Self - Guest""]"
tt0051257	5	nm0802337	self		"[""Self - Presenter""]"
tt0051257	6	nm0802337	self		"[""Self""]"
tt0051257	7	nm0802337	self		"[""Self - Guest""]"
tt0051257	8	nm0343159	self		"[""Self - Presenter""]"
tt0051257	9	nm0343159	self		"[""Self - Reporter""]"
tt0051257	10	nm0343159	self		"[""Self""]"
tt0051257	11	nm0431858	self		"[""Self - Presenter""]"
tt0051257	12	nm0431858	self		"[""Self - Guest""]"
tt0051257	13	nm0870425	self		"[""Self - Presenter""]"
tt0051257	14	nm0870425	self		"[""Self - Guest""]"
tt0051257	15	nm0870425	self		"[""Self - Item presenter (Spot the Aircraft)""]"
tt0051257	16	nm0242063	self		"[""Self - Presenter""]"
tt0051257	17	nm0242063	self		"[""Self - Guest""]"
tt0051257	18	nm0276172	self		"[""Self - Presenter""]"
tt0051257	19	nm0276172	self		"[""Self - Guest""]"
tt0051257	20	nm0276172	self		"[""Self - Reporter""]"
tt0051257	21	nm0504127	self		"[""Self - Presenter""]"
tt0051257	22	nm0504127	self		"[""Self - Guest""]"
tt0051257	23	nm0254890	self		"[""Self - Presenter""]"
tt0051257	24	nm0254890	self		"[""Self""]"
tt0051257	25	nm0254890	self		"[""Self - Guest""]"
tt0051267	1	nm0001656	actress		"[""Donna Stone""]"
tt0051267	2	nm0676928	actor		"[""Jeff Stone""]"
tt0051267	3	nm0079475	actor		"[""Dr. Alex Stone""]"
tt0051267	4	nm0079475	actor		"[""Dad Stone""]"
tt0051267	5	nm0001193	actress		"[""Mary Stone""]"
tt0051267	6	nm0676927	actress		"[""Trisha Stone""]"
tt0051267	7	nm0566939	actress		"[""Midge Kelsey""]"
tt0051267	8	nm0566939	actress		"[""Midge""]"
tt0051267	9	nm0186314	actor		"[""Dr. Dave Kelsey""]"
tt0051267	10	nm0186314	actor		"[""Dr. Dave Blevins""]"
tt0051267	11	nm0723778	actor		"[""Smitty""]"
tt0051267	12	nm0723778	actor		"[""Smitty (Morton Smith)""]"
tt0051267	13	nm0370151	actor		"[""Scotty""]"
tt0051267	14	nm0370151	actor		"[""George Haskell""]"
tt0051267	15	nm0370151	actor		"[""Jerry""]"
tt0051267	16	nm0941454	actor		"[""Jim""]"
tt0051267	17	nm0941454	actor		"[""Dr. Higgins""]"
tt0051267	18	nm0941454	actor		"[""Dr. Jim Higgins""]"
tt0051267	19	nm0731679	writer	creator	
tt0051272	1	nm0511964	actress		"[""Laura Tompkins (1958-1961)""]"
tt0051272	2	nm0915485	actor		"[""Dr. Buck Weaver (1958-1961)""]"
tt0051272	3	nm0282535	actress		"[""Liz Fraser Allen (1958-1961)""]"
tt0051272	4	nm0914953	actress		"[""Maggie Barker Weaver (1958-1961)""]"
tt0051272	5	nm0021136	actress		"[""Kass (1958-1961)""]"
tt0051272	6	nm0689687	actress		"[""Myra Fraser""]"
tt0051272	7	nm0168454	actor		"[""Ben Fraser, Senior #1 (1958) (original cast)""]"
tt0051272	8	nm0793199	actress		"[""Emily Fraser Benson (1958-1961)""]"
tt0051272	9	nm0359709	actress		"[""Lyddy Benson (1958-1961)""]"
tt0051272	10	nm0376803	actor		"[""Ben Fraser, Sr. #2 (1958-1961)""]"
tt0051276	1	nm0601225	self		"[""Self - Host""]"
tt0051276	2	nm12413041	self		"[""Themselves""]"
tt0051276	3	nm10194312	self		"[""Themselves""]"
tt0051276	4	nm0456145	self		"[""Self""]"
tt0051276	5	nm0456145	self		"[""Self - Announcer""]"
tt0051276	6	nm0456145	self		"[""Conway Twerp""]"
tt0051276	7	nm0187771	actor		"[""Dancer""]"
tt0051276	8	nm0187771	actor		"[""Self - Dancer""]"
tt0051276	9	nm0187771	actor		"[""Self - The Ernie Flatt Dancers""]"
tt0051276	10	nm0521079	self		"[""Self""]"
tt0051276	11	nm0000993	self		"[""Self""]"
tt0051276	12	nm0454418	self		"[""Self""]"
tt0051276	13	nm0454418	self		"[""Self - Guest Host""]"
tt0051276	14	nm3647409	self		"[""Themselves""]"
tt0051276	15	nm0298793	self		"[""Self""]"
tt0051297	1	nm0068772	actor		"[""Det. Frank Arcaro""]"
tt0051297	2	nm0068772	actor		"[""Det. Frank Acaro""]"
tt0051297	3	nm0573024	actor		"[""Lt. Mike Parker""]"
tt0051297	4	nm0573024	actor		"[""Det Lt. Michael 'Mike' Parker""]"
tt0051297	5	nm0573024	actor		"[""Lt. Michael 'Mike' Parker""]"
tt0051297	6	nm0121826	actor		"[""Det. Adam Flint""]"
tt0051297	7	nm0540487	actress		"[""Libby Kingston""]"
tt0051297	8	nm0002082	actor		"[""Det. Jimmy Halloran""]"
tt0051297	9	nm0502639	actor		"[""Narrator""]"
tt0051297	10	nm0570615	actor		"[""Lt. Daniel Muldoon""]"
tt0051297	11	nm0570615	actor		"[""Lt. Dan Muldoon""]"
tt0051297	12	nm1876863	actor		"[""Cop""]"
tt0051297	13	nm1876863	actor		"[""Cop Firing Rifle""]"
tt0051297	14	nm1876863	actor		"[""Cop Handing Out Presents""]"
tt0051297	15	nm0514586	actor		"[""Sgt. Max Higgins""]"
tt0051297	16	nm0514586	actor		"[""Desk Sergeant""]"
tt0051297	17	nm0238719	actor		"[""Police Surgeon""]"
tt0051297	18	nm0238719	actor		"[""Attendant""]"
tt0051297	19	nm0238719	actor		"[""Man in TV Door""]"
tt0052473	1	nm0178114	actor		"[""Lt. Charles 'Chick' Hennesey, MD""]"
tt0052473	2	nm0198231	actress		"[""Lt. Martha Hale, RN""]"
tt0052473	3	nm0198231	actress		"[""Lt. Martha Hale Hennesey, RN""]"
tt0052473	4	nm0198231	actress		"[""Martha Hale""]"
tt0052473	5	nm0439850	actor		"[""Capt. Walter Shafer""]"
tt0052473	6	nm0439850	actor		"[""Adm. Walter Shafer""]"
tt0052473	7	nm0439850	actor		"[""Admiral Shafer""]"
tt0052473	8	nm0474628	actor		"[""Chief Max Bronsky""]"
tt0052473	9	nm0474628	actor		"[""Max Bronsky""]"
tt0052473	10	nm0464506	actor		"[""Lt. Harvey Spencer Blair III, DDS""]"
tt0052473	11	nm0254870	actor		"[""Dr. Dan Wagner, USN""]"
tt0052473	12	nm0254870	actor		"[""Dr. Dan Wagner""]"
tt0052473	13	nm0254870	actor		"[""Lieutenant Wager""]"
tt0052473	14	nm0017491	actor		"[""Seaman Herman Pulaski""]"
tt0052473	15	nm0017491	actor		"[""2nd S. P.""]"
tt0052473	16	nm0017491	actor		"[""Herman""]"
tt0052473	17	nm0834876	actress		"[""Nurse""]"
tt0052473	18	nm0834876	actress		"[""Helen Hall""]"
tt0052473	19	nm0834876	actress		"[""Joan""]"
tt0052473	20	nm0424527	actor		"[""Seaman Seymour Shatz""]"
tt0052473	21	nm0424527	actor		"[""William Birch Jr.""]"
tt0052473	22	nm0085760	actress		"[""Gloria""]"
tt0052473	23	nm0085760	actress		"[""Miss Lane""]"
tt0052473	24	nm0085760	actress		"[""Wave""]"
tt0052473	25	nm0570190	writer	creator	
tt0052492	1	nm0532247	actor		"[""Beany Boy""]"
tt0052492	2	nm0532247	actor		"[""Captain Horatio Huffenpuff""]"
tt0052492	3	nm0532247	actor		"[""Crowy""]"
tt0052492	4	nm0794714	actor		"[""Cecil the Seasick Sea Serpent""]"
tt0052492	5	nm0794714	actor		"[""Dishonest John""]"
tt0052492	6	nm0794714	actor		"[""William Shakespeare Wolf""]"
tt0052492	7	nm0163333	actress		"[""Cecilia McCoy""]"
tt0052492	8	nm0163333	actress		"[""Baby Ruthie""]"
tt0052492	9	nm0163333	actress		"[""Sleeping Beauty""]"
tt0052492	10	nm0293659	actor		"[""Batnick""]"
tt0052492	11	nm0293659	actor		"[""Control Tower Technician""]"
tt0052492	12	nm0293659	actor		"[""Interviewer""]"
tt0052492	13	nm0163331	actor		"[""Buffalo Billy""]"
tt0052492	14	nm0163331	actor		"[""Lil Homer""]"
tt0052492	15	nm0441807	actor		"[""Slop-A-Long Catskill""]"
tt0052492	16	nm0920777	actor		"[""Butter-fingers""]"
tt0052492	17	nm0249456	actor		"[""Thunderbolt the Wonder Colt""]"
tt0052492	18	nm0163332	actor		"[""Narrator""]"
tt0052492	19	nm0118679	actor		"[""Wildman of Wildsville""]"
tt0052507	1	nm0778880	actor		"[""Bullwinkle J. Moose""]"
tt0052507	2	nm0778880	actor		"[""Additional Voices""]"
tt0052507	3	nm0778880	actor		"[""Mr. Peabody""]"
tt0052507	4	nm0004931	actress		"[""Additional Voices""]"
tt0052507	5	nm0004931	actress		"[""Rocket J. Squirrel""]"
tt0052507	6	nm0004931	actress		"[""Natasha Fatale""]"
tt0052507	7	nm0293659	actor		"[""Additional Voices""]"
tt0052507	8	nm0293659	actor		"[""Boris Badenov""]"
tt0052507	9	nm0293659	actor		"[""Inspector Fenwick""]"
tt0052507	10	nm0002143	actor		"[""Fractured Fairy Tales Narrator""]"
tt0052507	11	nm0002016	actor		"[""Narrator""]"
tt0052507	12	nm0002016	actor		"[""Dudley Do-Right Narrator""]"
tt0052507	13	nm0002016	actor		"[""Three-Finger""]"
tt0052507	14	nm0856533	actor		"[""Sherman""]"
tt0052507	15	nm0856533	actor		"[""Girl""]"
tt0052507	16	nm0856533	actor		"[""Joey Tell""]"
tt0052507	17	nm0124889	actor		"[""Various Fairy Tale Characters""]"
tt0052507	18	nm0124889	actor		"[""Junior""]"
tt0052507	19	nm0124889	actor		"[""Various Fable Characters""]"
tt0052507	20	nm0175788	actor		"[""Snidely Whiplash""]"
tt0052507	21	nm0175788	actor		"[""Snidley Whiplash""]"
tt0052507	22	nm0175788	actor		"[""Red Wood""]"
tt0052507	23	nm0749476	actor		"[""Aesop""]"
tt0052507	24	nm0071855	actress		"[""Fisherman's Wife""]"
tt0052507	25	nm0071855	actress		"[""Little Princess""]"
tt0052507	26	nm0071855	actress		"[""Princess Irene""]"
tt0052507	27	nm0778880	writer	created by	
tt0052507	28	nm0911599	writer	created by	
tt0053494	1	nm0730075	actor		"[""Ken Barlow""]"
tt0053494	2	nm0730075	actor		"[""Kenneth Barlow""]"
tt0053494	3	nm0941680	actress		"[""Gail Platt""]"
tt0053494	4	nm0941680	actress		"[""Gail Tilsley""]"
tt0053494	5	nm0941680	actress		"[""Gail McIntyre""]"
tt0053494	6	nm0461598	actress		"[""Rita Sullivan""]"
tt0053494	7	nm0461598	actress		"[""Rita Fairclough""]"
tt0053494	8	nm0461598	actress		"[""Rita Tanner""]"
tt0053494	9	nm0926456	actress		"[""Sally Webster""]"
tt0053494	10	nm0926456	actress		"[""Sally Metcalfe""]"
tt0053494	11	nm0926456	actress		"[""Sally Seddon""]"
tt0053494	12	nm0339998	actor		"[""Steve McDonald""]"
tt0053494	13	nm0494663	actor		"[""Kevin Webster""]"
tt0053494	14	nm0494663	actor		"[""Neil Grimshaw""]"
tt0053494	15	nm0456574	actress		"[""Deirdre Barlow""]"
tt0053494	16	nm0456574	actress		"[""Deirdre Rachid""]"
tt0053494	17	nm0456574	actress		"[""Deirdre Langton""]"
tt0053494	18	nm0629507	actress		"[""Audrey Roberts""]"
tt0053494	19	nm0629507	actress		"[""Audrey Potter""]"
tt0053494	20	nm0220263	actress		"[""Emily Bishop""]"
tt0053494	21	nm0220263	actress		"[""Emily Nugent""]"
tt0053494	22	nm0220263	actress		"[""Emily Swain""]"
tt0053494	23	nm0238107	actress		"[""Betty Turpin""]"
tt0053494	24	nm0238107	actress		"[""Betty Williams""]"
tt0053494	25	nm0912726	writer	creator	
tt0053497	1	nm0003318	actor		"[""Willie Dante""]"
tt0053497	2	nm0610253	actor		"[""Stewart Styles""]"
tt0053497	3	nm0610253	actor		"[""Stewart""]"
tt0053497	4	nm0195235	actor		"[""Biff""]"
tt0053497	5	nm0634278	actor		"[""Inspector Loper""]"
tt0053497	6	nm0634278	actor		"[""Inspector Roper""]"
tt0053497	7	nm0634278	actor		"[""Inspector Ryan""]"
tt0053497	8	nm0595395	actor		"[""Club Patron""]"
tt0053497	9	nm0595395	actor		"[""Chauffeur""]"
tt0053497	10	nm0522477	actor		"[""Doorman""]"
tt0053497	11	nm0522477	actor		"[""Max""]"
tt0053497	12	nm0522477	actor		"[""Max the Doorman""]"
tt0053497	13	nm0038735	actress		"[""Samantha Lee""]"
tt0053497	14	nm0038735	actress		"[""Sandra West""]"
tt0053497	15	nm0625159	actor		"[""Mitch""]"
tt0053497	16	nm0625159	actor		"[""Monte Miller""]"
tt0053497	17	nm0385631	actress		"[""Girl""]"
tt0053497	18	nm0385631	actress		"[""Selma""]"
tt0053497	19	nm0915584	actor		"[""Dominick Miro""]"
tt0053497	20	nm0915584	actor		"[""Mason""]"
tt0053497	21	nm0001175	writer	created by	
tt0053525	1	nm0534045	actor		"[""Steve Douglas""]"
tt0053525	2	nm0534045	actor		"[""Fergus Douglas""]"
tt0053525	3	nm0534045	actor		"[""Fergus McBain Douglas""]"
tt0053525	4	nm0515301	actor		"[""Chip Douglas""]"
tt0053525	5	nm0333589	actor		"[""Robbie Douglas""]"
tt0053525	6	nm0333589	actor		"[""Douglas Frasier""]"
tt0053525	7	nm0515225	actor		"[""Ernie Thompson Douglas""]"
tt0053525	8	nm0515225	actor		"[""Ernie Thompson""]"
tt0053525	9	nm0515225	actor		"[""Ernie""]"
tt0053525	10	nm0218131	actor		"[""Uncle Charley O'Casey""]"
tt0053525	11	nm0175919	actor		"[""Mike Douglas""]"
tt0053525	12	nm0292433	actor		"[""Michael Francis 'Bub' O'Casey""]"
tt0053525	13	nm0292433	actor		"[""Bub""]"
tt0053525	14	nm0170819	actress		"[""Katie Miller Douglas""]"
tt0053525	15	nm0170819	actress		"[""Katie Miller""]"
tt0053525	16	nm0170819	actress		"[""Curious Person""]"
tt0053525	17	nm0307500	actress		"[""Barbara Harper Douglas""]"
tt0053525	18	nm0307500	actress		"[""Barbara Harper""]"
tt0053525	19	nm0528184	actress		"[""Dodie Harper Douglas""]"
tt0053525	20	nm0528184	actress		"[""Dodie Harper""]"
tt0053543	1	nm0183857	actor		"[""Leif""]"
tt0053543	2	nm0183857	actor		"[""Leif Ericson""]"
