tconst	parentTconst	seasonNumber	episodeNumber
tt11798628	tt10196038	1.0	206.0
tt14370246	tt4567010	1.0	54.0
tt21051392	tt4364358	11.0	4.0
tt12605054	tt12604448	1.0	2.0
tt12292328	tt12291006	1.0	2.0
tt3753092	tt3651112		
tt4025164	tt0149546	7.0	63.0
tt2333829	tt0959547		
tt3672332	tt1280627		
tt0982674	tt0042160		
tt2399037	tt0419321		
tt21231096	tt21230690	1.0	15.0
tt27923845	tt1842561	1.0	49.0
tt1081523	tt0096636		
tt4146340	tt2403201	1.0	20.0
tt33418983	tt33384753	1.0	1848.0
tt16454516	tt16453688		
tt2341517	tt0816138		
tt15310038	tt0804084		
tt7203246	tt7167640	1.0	80.0
tt5997210	tt5734550	1.0	3.0
tt9648308	tt9401770	5.0	3.0
tt17806546	tt2113273	1.0	345.0
tt9551536	tt7165904	1.0	24.0
tt9742492	tt3503424	4.0	118.0
tt29474437	tt12865064	4.0	1.0
tt12863370	tt1367726	1.0	38.0
tt22491124	tt0259756	1.0	35.0
tt4988136	tt4971198	1.0	110.0
tt31579644	tt30461388	1.0	46.0
tt28617420	tt28595711	1.0	120.0
tt16728292	tt0434733	1.0	3374.0
tt26627722	tt6169916	1.0	486.0
tt11705472	tt11534006	1.0	160.0
tt15998444	tt15975418		
tt35315046	tt8435332	2.0	45.0
tt11052478	tt10299166		
tt21608950	tt21474440	1.0	2.0
tt15637942	tt12164062		
tt13902172	tt12177252	1.0	214.0
tt27412513	tt16529212	1.0	306.0
tt6338552	tt6230618	1.0	2.0
tt1968222	tt0373547		
tt26768880	tt0445111	1.0	59.0
tt4057448	tt1634714	4.0	5.0
tt1551536	tt0315727	11.0	59.0
tt1294892	tt0108810	12.0	6.0
tt1335488	tt0943525		
tt8114424	tt0222558	1.0	4.0
tt10814456	tt0401003	3.0	20.0
tt33993669	tt33992073	1.0	54.0
tt30643703	tt22035106	2.0	1.0
tt10570720	tt8306978	1.0	1772.0
tt15854004	tt15850576	1.0	38.0
tt21442830	tt2091642	1.0	594.0
tt10555546	tt10324336		
tt19880212	tt16163004	1.0	40.0
tt11813720	tt0143055	44.0	29.0
tt12382822	tt0178146	3.0	252.0
tt11436732	tt0439408	1.0	46.0
tt16457152	tt16453688		
tt14308052	tt12657920	1.0	653.0
tt32116914	tt32062798	15.0	21.0
tt0505567	tt0324681	1.0	7.0
tt10430150	tt0400977	1.0	411.0
tt15321516	tt2163227		
tt21057452	tt21034446	4.0	2.0
tt31195072	tt1277975		
tt33402923	tt26597275		
tt13072468	tt4231008	1.0	2.0
tt28531934	tt21446444	1.0	189.0
tt3890080	tt3846342	2.0	6.0
tt19868784	tt19863882	1.0	5.0
tt30406947	tt27327486	1.0	54.0
tt26348405	tt0044298	1.0	1296.0
tt4485200	tt0396347	12.0	16.0
tt12254524	tt0313091	4.0	155.0
tt1415307	tt0048845	1.0	13481.0
tt17337664	tt0363402	1.0	5994.0
tt8752344	tt8483276	6.0	225.0
tt2915980	tt1801322		
tt11078582	tt8258626		
tt2693958	tt2646116	1.0	4.0
tt22074288	tt12269442	1.0	17.0
tt5046120	tt4823626	1.0	21.0
tt5906420	tt0399989	1.0	1118.0
tt2857226	tt2838570	1.0	159.0
tt6868520	tt6863368	1.0	1.0
tt13517964	tt0096537	3.0	63.0
tt28658200	tt12299378	1.0	30.0
tt27520148	tt16245108		
tt22501124	tt4685658	8.0	6.0
tt26236406	tt25730136	1.0	8.0
tt21993206	tt9244564	1.0	180.0
tt1058262	tt0044265	1.0	15176.0
tt21145018	tt16915376	1.0	23.0
tt14579042	tt0168309	1.0	7.0
tt30717549	tt23866216	9.0	33.0
tt13593166	tt0424691		
tt18279844	tt18279140	1.0	9.0
tt25965334	tt24699826	1.0	5.0
tt11693952	tt8163874	1.0	412.0
tt6914456	tt1229032		
tt0501886	tt0379078		
tt0694853	tt0072562	29.0	15.0
tt25482192	tt13210196	4.0	18.0
tt0541539	tt0166909	3.0	46.0
tt14667368	tt12234310	1.0	768.0
tt13965500	tt10855978	3.0	34.0
tt10755284	tt7976536	1.0	177.0
tt4572608	tt4562576		
tt14131908	tt8771186	2.0	3.0
tt1122533	tt0837069	1.0	42.0
tt34625928	tt15203118	1.0	8.0
tt8315052	tt2070564		
tt5850324	tt1098268		
tt16256104	tt0220205	1.0	1047.0
tt6140810	tt3228960		
tt19228996	tt2882378		
tt10089062	tt1491938	1.0	188.0
tt31262400	tt31261906	4.0	4.0
tt7362774	tt2939026	1.0	87.0
tt9608776	tt0470977	10.0	117.0
tt27745994	tt24973048	1.0	2.0
tt3456346	tt2368578	1.0	12.0
tt10752744	tt1414416	1.0	48.0
tt12976498	tt12153158	1.0	942.0
tt7253986	tt0222523	1.0	53.0
tt4879656	tt3096168	32.0	8.0
tt0841781	tt0096687	1.0	6.0
tt32311384	tt30221707	1.0	836.0
tt33293745	tt0854089	1.0	119.0
tt10100360	tt7370554	5.0	151.0
tt21158332	tt9253782		
tt34625605	tt6631966	3.0	8.0
tt2649594	tt2000133		
tt17038562	tt15714894	1.0	60.0
tt12033380	tt1168672	6.0	32.0
tt9156350	tt0329807	1.0	30.0
tt27554436	tt1215594	40.0	7.0
tt29426031	tt29266787		
tt4501750	tt4487384		
tt1925021	tt0407419		
tt9474178	tt1445563	1.0	339.0
tt6408094	tt3444938	4.0	79.0
tt5902454	tt2904418		
tt12106908	tt1453630	1.0	21.0
tt34438086	tt14477990	1.0	234.0
tt11069552	tt10975372	1.0	12.0
tt12728454	tt1461349		
tt4008654	tt3993252	3.0	90.0
tt15529260	tt7124904	5.0	34.0
tt15710112	tt1056155	1.0	2.0
tt12911288	tt0069658	1.0	4779.0
tt9330174	tt8652648	1.0	6.0
tt13904602	tt13904062	1.0	1.0
tt25401720	tt6512978	1.0	61.0
tt8231428	tt0369079	2.0	25.0
tt13008428	tt12229190	1.0	300.0
tt33643005	tt33608908	1.0	288.0
tt22682764	tt17043230	1.0	11.0
tt0913832	tt0904108	1.0	15.0
tt30324240	tt1527854	19.0	148.0
tt28014984	tt4831306	1.0	5.0
tt8156390	tt0262152		
tt12701456	tt12683572		
tt11831926	tt6409156	1.0	981.0
tt29921115	tt8571524	7.0	14.0
tt13256930	tt0115338	5.0	42.0
tt4977658	tt4857508	2.0	3.0
tt33100153	tt33064662		
tt11817410	tt7533276	2.0	26.0
tt32561082	tt11896334	6.0	6.0
tt10753124	tt7509964	1.0	397.0
tt12988444	tt0372092		
tt9422230	tt7258180	1.0	88.0
tt22442458	tt10299166		
tt35625794	tt14528346		
tt2298823	tt0320037	10.0	137.0
tt9233316	tt0329824	5.0	23.0
tt7668614	tt7658488	4.0	9.0
tt31734610	tt31621012	1.0	3.0
tt6718844	tt0241383	18.0	180.0
tt32494971	tt2247150	13.0	27.0
tt21810830	tt21301278	1.0	17.0
tt13234418	tt0065335	1.0	596.0
tt4900424	tt4841744	1.0	29.0
tt11195056	tt7448208	1.0	73.0
tt32043416	tt31709827	1.0	14.0
tt15652800	tt12164062		
tt23736654	tt0231035		
tt6271934	tt5919474	1.0	90.0
tt1616557	tt1586915	1.0	10.0
tt10522798	tt9044932	1.0	269.0
tt14504874	tt14294416	1.0	96.0
tt8104254	tt0255149	1.0	79.0
tt28313343	tt11947418	2.0	8.0
tt9352052	tt0476038	31.0	15.0
tt21846800	tt11064074	4.0	11.0
tt6504246	tt6368552	2.0	41.0
tt29600652	tt29598192	4.0	1.0
tt13626068	tt0065288	4.0	127.0
tt7801366	tt0047718		
tt21294888	tt2609822	1.0	2407.0
tt12957798	tt7418522	1.0	76.0
tt12793634	tt12739666	1.0	3.0
tt12497564	tt11872134		
tt27202728	tt15376494	4.0	57.0
tt17353112	tt12164062		
tt10997264	tt1847905	1.0	463.0
tt9745392	tt9730818		
tt4869282	tt3242388	2.0	5.0
tt6024470	tt5690198	1.0	87.0
tt22800080	tt6558110	5.0	157.0
tt28814099	tt2575614	23.0	168.0
tt12763300	tt12398542	1.0	263.0
tt9442808	tt3043706		
tt27425300	tt26743143	1.0	1.0
tt32212950	tt0381791		
tt9671628	tt1454765	1.0	417.0
tt33014480	tt13464516	5.0	26.0
tt14684254	tt7532796	4.0	3.0
tt10088888	tt6994570	1.0	754.0
tt1798956	tt0244156	1.0	15.0
tt23075140	tt2064523		
tt11639786	tt10675596	1.0	4.0
tt12272494	tt0343298	1.0	218.0
tt17048018	tt0434733	1.0	5775.0
tt3173250	tt3168236	1.0	21.0
tt8129040	tt5955622	2.0	3.0
tt20851350	tt1527913	5.0	215.0
tt7739204	tt0283206	1.0	29.0
tt14266780	tt3342304	1.0	16.0
tt14022176	tt13829404	1.0	273.0
tt8407526	tt0198063	1.0	1.0
tt1079073	tt0053494	1.0	5270.0
tt30326998	tt18079878	1.0	6.0
tt2284111	tt2276555	1.0	8.0
tt19729030	tt10295228	1.0	596.0
tt27122863	tt0368470	27.0	46.0
tt11502552	tt11482084	1.0	2.0
tt7461516	tt7451496	1.0	8.0
tt28135745	tt3242832		
tt13963596	tt13953202		
tt6684610	tt6412982	2.0	15.0
tt1305424	tt0077058	1.0	8.0
tt6427876	tt3476524	43.0	7.0
tt35673470	tt5770076		
tt5031804	tt4964564	1.0	1.0
tt3050132	tt3037756		
tt2087496	tt0371487		
tt15997702	tt3410902		
tt8113816	tt0246401	1.0	92.0
tt29147503	tt0945531	13.0	111.0
tt7160196	tt6127996	1.0	199.0
tt1633489	tt0945531	5.0	143.0
tt9443044	tt8678054	1.0	71.0
tt4784878	tt4757574	1.0	131.0
tt28328733	tt18313858	1.0	741.0
tt12382296	tt7561098	3.0	1.0
tt3783992	tt0300849	6.0	29.0
tt10310316	tt10010920	1.0	22.0
tt29936557	tt13794010	1.0	888.0
tt34504652	tt30516704	1.0	299.0
tt8508180	tt0202765	1.0	124.0
tt15951828	tt15941280		
tt26645590	tt6393206	1.0	666.0
